Five-Year Ofsted Inspection Data: Initial teacher education,,,,,,,,,,,,,,,
This worksheet contains one table. Each row in the table shows information about an initial teacher education provider at a given time. Blank cells indicate that the provider had not been inspected at the time of reporting.,,,,,,,,,,,,,,,
URN,Name,Five-Year Ofsted Inspection Data publish date,Publication type,Remit,As at date,Published date,Government office region,Local authority area,Constituency,Postcode,Provider type,Phase,Overall effectiveness,The quality of education and training,Leadership and management
70009,Brunel University London,03/12/2024,OS,Initial teacher education,31/08/2022,Not available,London,Hillingdon,Not available,UB8 3PH,HEI,Secondary,1,1,1
70011,Canterbury Christ Church University,03/12/2024,OS,Initial teacher education,31/08/2022,Not available,South East,Kent,Not available,CT1 1QU,HEI,FE,4,3,4
70011,Canterbury Christ Church University,03/12/2024,OS,Initial teacher education,31/08/2022,Not available,South East,Kent,Not available,CT1 1QU,HEI,Primary,3,3,3
70011,Canterbury Christ Church University,03/12/2024,OS,Initial teacher education,31/08/2022,Not available,South East,Kent,Not available,CT1 1QU,HEI,Secondary,3,3,3
70013,University of Chichester,03/12/2024,OS,Initial teacher education,31/08/2022,Not available,South East,West Sussex,Not available,PO21 1HR,HEI,Early years,2,2,2
70013,University of Chichester,03/12/2024,OS,Initial teacher education,31/08/2022,Not available,South East,West Sussex,Not available,PO21 1HR,HEI,Primary,2,2,2
70013,University of Chichester,03/12/2024,OS,Initial teacher education,31/08/2022,Not available,South East,West Sussex,Not available,PO21 1HR,HEI,Secondary,2,2,2
70014,Chiltern Training Group,03/12/2024,OS,Initial teacher education,31/08/2022,Not available,East of England,Luton,Not available,LU4 9TJ,SCITT,Secondary,1,1,1
70014,Chiltern Training Group,03/12/2024,OS,Initial teacher education,31/08/2022,Not available,East of England,Luton,Not available,LU4 9TJ,SCITT,Primary,,,
70015,North Essex Teacher Training (NETT),03/12/2024,OS,Initial teacher education,31/08/2022,Not available,East of England,Essex,Not available,CO16 8BE,SCITT,Primary and Secondary,3,3,2
70016,Cornwall School Centred Initial Teacher Training (Cornwall SCITT),03/12/2024,OS,Initial teacher education,31/08/2022,Not available,South West,Cornwall,Not available,TR1 3XX,SCITT,Secondary,1,1,1
70016,Cornwall School Centred Initial Teacher Training (Cornwall SCITT),03/12/2024,OS,Initial teacher education,31/08/2022,Not available,South West,Cornwall,Not available,TR1 3XX,SCITT,Primary,,,
70017,Cumbria Teacher Training,03/12/2024,OS,Initial teacher education,31/08/2022,Not available,North West,Cumbria,Not available,CA14 4ES,SCITT,Primary,3,3,3
70018,University of Derby,03/12/2024,OS,Initial teacher education,31/08/2022,Not available,East Midlands,Derby,Not available,DE22 1GB,HEI,FE,1,1,1
70018,University of Derby,03/12/2024,OS,Initial teacher education,31/08/2022,Not available,East Midlands,Derby,Not available,DE22 1GB,HEI,Primary,1,1,1
70018,University of Derby,03/12/2024,OS,Initial teacher education,31/08/2022,Not available,East Midlands,Derby,Not available,DE22 1GB,HEI,Secondary,2,2,2
70021,University of Durham,03/12/2024,OS,Initial teacher education,31/08/2022,Not available,North East,Durham,Not available,DH1 1TA,HEI,Primary,1,1,1
70021,University of Durham,03/12/2024,OS,Initial teacher education,31/08/2022,Not available,North East,Durham,Not available,DH1 1TA,HEI,Secondary,1,1,1
70023,Forest Independent Primary Collegiate SCITT,03/12/2024,OS,Initial teacher education,31/08/2022,Not available,East of England,Essex,Not available,CM18 7HT,SCITT,Primary,2,2,2
70024,University of Exeter,03/12/2024,OS,Initial teacher education,31/08/2022,Not available,South West,Devon,Not available,EX1 2LU,HEI,Primary,1,1,1
70024,University of Exeter,03/12/2024,OS,Initial teacher education,31/08/2022,Not available,South West,Devon,Not available,EX1 2LU,HEI,Secondary,1,1,1
70024,University of Exeter,03/12/2024,OS,Initial teacher education,31/08/2022,Not available,South West,Devon,Not available,EX1 2LU,HEI,FE,,,
70026,Gloucestershire Initial Teacher Education Partnership (GITEP),03/12/2024,OS,Initial teacher education,31/08/2022,Not available,South West,Gloucestershire,Not available,GL2 8EY,SCITT,Secondary,1,1,1
70027,University of Greenwich,03/12/2024,OS,Initial teacher education,31/08/2022,Not available,London,Greenwich,Not available,Se9 2ug,HEI,Early years,2,2,2
70027,University of Greenwich,03/12/2024,OS,Initial teacher education,31/08/2022,Not available,London,Greenwich,Not available,Se9 2ug,HEI,FE,2,2,2
70027,University of Greenwich,03/12/2024,OS,Initial teacher education,31/08/2022,Not available,London,Greenwich,Not available,Se9 2ug,HEI,Primary,1,1,1
70027,University of Greenwich,03/12/2024,OS,Initial teacher education,31/08/2022,Not available,London,Greenwich,Not available,Se9 2ug,HEI,Secondary,2,2,2
70028,The Grand Union Training Partnership,03/12/2024,OS,Initial teacher education,31/08/2022,Not available,East Midlands,West Northamptonshire,Not available,NN12 6DJ,SCITT,Secondary,2,2,2
70029,University of Hertfordshire,03/12/2024,OS,Initial teacher education,31/08/2022,Not available,East of England,Hertfordshire,Not available,AL10 9AB,HEI,Primary,2,2,2
70029,University of Hertfordshire,03/12/2024,OS,Initial teacher education,31/08/2022,Not available,East of England,Hertfordshire,Not available,AL10 9AB,HEI,Secondary,2,2,2
70030,University of Huddersfield,03/12/2024,OS,Initial teacher education,31/08/2022,Not available,Yorkshire and The Humber,Kirklees,Not available,HD1 3DH,HEI,Early years,2,2,1
70030,University of Huddersfield,03/12/2024,OS,Initial teacher education,31/08/2022,Not available,Yorkshire and The Humber,Kirklees,Not available,HD1 3DH,HEI,FE,2,2,1
70030,University of Huddersfield,03/12/2024,OS,Initial teacher education,31/08/2022,Not available,Yorkshire and The Humber,Kirklees,Not available,HD1 3DH,HEI,Primary,2,2,2
70030,University of Huddersfield,03/12/2024,OS,Initial teacher education,31/08/2022,Not available,Yorkshire and The Humber,Kirklees,Not available,HD1 3DH,HEI,Secondary,2,2,2
70031,University of Hull,03/12/2024,OS,Initial teacher education,31/08/2022,Not available,Yorkshire and The Humber,Kingston upon Hull,Not available,HU6 7RX,HEI,FE,2,2,2
70031,University of Hull,03/12/2024,OS,Initial teacher education,31/08/2022,Not available,Yorkshire and The Humber,Kingston upon Hull,Not available,HU6 7RX,HEI,Primary,2,2,2
70031,University of Hull,03/12/2024,OS,Initial teacher education,31/08/2022,Not available,Yorkshire and The Humber,Kingston upon Hull,Not available,HU6 7RX,HEI,Secondary,2,2,2
70032,Liverpool John Moores University,03/12/2024,OS,Initial teacher education,31/08/2022,Not available,North West,Liverpool,Not available,L1 9DE,HEI,Primary,1,1,1
70032,Liverpool John Moores University,03/12/2024,OS,Initial teacher education,31/08/2022,Not available,North West,Liverpool,Not available,L1 9DE,HEI,Secondary,2,2,2
70035,King's College London,03/12/2024,OS,Initial teacher education,31/08/2022,Not available,London,Lambeth,Not available,SE1 9NH,HEI,Secondary,1,1,1
70036,Kingston University,03/12/2024,OS,Initial teacher education,31/08/2022,Not available,London,Kingston upon Thames,Not available,KT2 7LB,HEI,Early years,2,2,2
70036,Kingston University,03/12/2024,OS,Initial teacher education,31/08/2022,Not available,London,Kingston upon Thames,Not available,KT2 7LB,HEI,Primary,2,2,2
70036,Kingston University,03/12/2024,OS,Initial teacher education,31/08/2022,Not available,London,Kingston upon Thames,Not available,KT2 7LB,HEI,Secondary,2,2,2
70037,Teaching London: LDBS SCITT,03/12/2024,OS,Initial teacher education,31/08/2022,Not available,London,Camden,Not available,NW6 4NT,SCITT,Primary and Secondary,1,1,1
70038,Leeds Beckett University,03/12/2024,OS,Initial teacher education,31/08/2022,Not available,Yorkshire and The Humber,Leeds,Not available,LS6 3QQ,HEI,Primary,2,2,2
70038,Leeds Beckett University,03/12/2024,OS,Initial teacher education,31/08/2022,Not available,Yorkshire and The Humber,Leeds,Not available,LS6 3QQ,HEI,Secondary,2,2,2
70040,University of Leicester,03/12/2024,OS,Initial teacher education,31/08/2022,Not available,East Midlands,Leicester,Not available,LE1 7RH,HEI,Primary,1,1,1
70040,University of Leicester,03/12/2024,OS,Initial teacher education,31/08/2022,Not available,East Midlands,Leicester,Not available,LE1 7RH,HEI,Secondary,2,2,2
70042,Loughborough University,03/12/2024,OS,Initial teacher education,31/08/2022,Not available,East Midlands,Leicestershire,Not available,LE11 3TU,HEI,Secondary,1,1,1
70044,The Bedfordshire Schools' Training Partnership,03/12/2024,OS,Initial teacher education,31/08/2022,Not available,East of England,Central Bedfordshire,Not available,SG5 4HB,SCITT,Secondary,2,2,2
70044,The Bedfordshire Schools' Training Partnership,03/12/2024,OS,Initial teacher education,31/08/2022,Not available,East of England,Central Bedfordshire,Not available,SG5 4HB,SCITT,Primary,,,
70045,University of Gloucestershire,03/12/2024,OS,Initial teacher education,31/08/2022,Not available,South West,Gloucestershire,Not available,GL50 4AZ,HEI,Early years,3,3,3
70045,University of Gloucestershire,03/12/2024,OS,Initial teacher education,31/08/2022,Not available,South West,Gloucestershire,Not available,GL50 4AZ,HEI,Primary,2,2,2
70045,University of Gloucestershire,03/12/2024,OS,Initial teacher education,31/08/2022,Not available,South West,Gloucestershire,Not available,GL50 4AZ,HEI,Secondary,2,2,2
70046,University of Manchester,03/12/2024,OS,Initial teacher education,31/08/2022,Not available,North West,Manchester,Not available,M13 9PL,HEI,Primary,1,1,1
70046,University of Manchester,03/12/2024,OS,Initial teacher education,31/08/2022,Not available,North West,Manchester,Not available,M13 9PL,HEI,Secondary,1,1,1
70048,Middlesex University,03/12/2024,OS,Initial teacher education,31/08/2022,Not available,London,Barnet,Not available,NW4 4BT,HEI,Early years,2,2,2
70048,Middlesex University,03/12/2024,OS,Initial teacher education,31/08/2022,Not available,London,Barnet,Not available,NW4 4BT,HEI,Primary,2,2,2
70048,Middlesex University,03/12/2024,OS,Initial teacher education,31/08/2022,Not available,London,Barnet,Not available,NW4 4BT,HEI,Secondary,2,2,2
70049,Manchester Metropolitan University,03/12/2024,OS,Initial teacher education,31/08/2022,Not available,North West,Manchester,Not available,M15 6GX,HEI,Primary,2,2,2
70049,Manchester Metropolitan University,03/12/2024,OS,Initial teacher education,31/08/2022,Not available,North West,Manchester,Not available,M15 6GX,HEI,Secondary,2,2,2
70050,University of Northampton,03/12/2024,OS,Initial teacher education,31/08/2022,Not available,East Midlands,West Northamptonshire,Not available,NN1 5PH,HEI,Primary,2,2,2
70051,Sheffield Hallam University,03/12/2024,OS,Initial teacher education,31/08/2022,Not available,Yorkshire and The Humber,Sheffield,Not available,S1 1WB,HEI,Early years,1,1,1
70051,Sheffield Hallam University,03/12/2024,OS,Initial teacher education,31/08/2022,Not available,Yorkshire and The Humber,Sheffield,Not available,S1 1WB,HEI,FE,2,2,2
70051,Sheffield Hallam University,03/12/2024,OS,Initial teacher education,31/08/2022,Not available,Yorkshire and The Humber,Sheffield,Not available,S1 1WB,HEI,Primary,1,1,1
70051,Sheffield Hallam University,03/12/2024,OS,Initial teacher education,31/08/2022,Not available,Yorkshire and The Humber,Sheffield,Not available,S1 1WB,HEI,Secondary,2,2,2
70052,London Metropolitan University,03/12/2024,OS,Initial teacher education,31/08/2022,Not available,London,Islington,Not available,N7 8DB,HEI,Primary,2,2,2
70052,London Metropolitan University,03/12/2024,OS,Initial teacher education,31/08/2022,Not available,London,Islington,Not available,N7 8DB,HEI,Secondary,2,2,2
70053,University of Nottingham,03/12/2024,OS,Initial teacher education,31/08/2022,Not available,East Midlands,Nottingham,Not available,NG8 1BB,HEI,Primary,1,1,1
70053,University of Nottingham,03/12/2024,OS,Initial teacher education,31/08/2022,Not available,East Midlands,Nottingham,Not available,NG8 1BB,HEI,Secondary,1,1,1
70054,Northampton Teacher Training Partnership,03/12/2024,OS,Initial teacher education,31/08/2022,Not available,East Midlands,West Northamptonshire,Not available,NN1 5RT,SCITT,Secondary,1,1,1
70055,Kent and Medway Training,03/12/2024,OS,Initial teacher education,31/08/2022,Not available,South East,Medway,Not available,ME2 2SX,SCITT,Primary,2,2,2
70055,Kent and Medway Training,03/12/2024,OS,Initial teacher education,31/08/2022,Not available,South East,Medway,Not available,ME2 2SX,SCITT,Secondary,2,2,2
70057,University of Oxford,03/12/2024,OS,Initial teacher education,31/08/2022,Not available,South East,Oxfordshire,Not available,OX2 6PY,HEI,Secondary,1,1,1
70058,Poole SCITT,03/12/2024,OS,Initial teacher education,31/08/2022,Not available,South West,"Bournemouth, Christchurch & Poole",Not available,BH17 8AP,SCITT,Primary,2,2,2
70059,University of Plymouth,03/12/2024,OS,Initial teacher education,31/08/2022,Not available,South West,Plymouth,Not available,PL4 8AA,HEI,FE,2,2,1
70059,University of Plymouth,03/12/2024,OS,Initial teacher education,31/08/2022,Not available,South West,Plymouth,Not available,PL4 8AA,HEI,Primary,2,2,2
70059,University of Plymouth,03/12/2024,OS,Initial teacher education,31/08/2022,Not available,South West,Plymouth,Not available,PL4 8AA,HEI,Secondary,2,2,2
70060,University of Portsmouth,03/12/2024,OS,Initial teacher education,31/08/2022,Not available,South East,Portsmouth,Not available,PO1 2HY,HEI,Early years,2,2,2
70060,University of Portsmouth,03/12/2024,OS,Initial teacher education,31/08/2022,Not available,South East,Portsmouth,Not available,PO1 2HY,HEI,FE,1,1,1
70060,University of Portsmouth,03/12/2024,OS,Initial teacher education,31/08/2022,Not available,South East,Portsmouth,Not available,PO1 2HY,HEI,Primary,1,1,1
70060,University of Portsmouth,03/12/2024,OS,Initial teacher education,31/08/2022,Not available,South East,Portsmouth,Not available,PO1 2HY,HEI,Secondary,2,2,2
70061,Portsmouth Primary SCITT,03/12/2024,OS,Initial teacher education,31/08/2022,Not available,South East,Portsmouth,Not available,PO6 3PS,SCITT,Primary,1,1,1
70062,University of Reading,03/12/2024,OS,Initial teacher education,31/08/2022,Not available,South East,Reading,Not available,RG1 5EX,HEI,Early years,2,2,2
70062,University of Reading,03/12/2024,OS,Initial teacher education,31/08/2022,Not available,South East,Reading,Not available,RG1 5EX,HEI,Primary,2,2,2
70062,University of Reading,03/12/2024,OS,Initial teacher education,31/08/2022,Not available,South East,Reading,Not available,RG1 5EX,HEI,Secondary,2,2,2
70063,Roehampton University,03/12/2024,OS,Initial teacher education,31/08/2022,Not available,London,Wandsworth,Not available,SW15 5PJ,HEI,Primary,2,2,2
70063,Roehampton University,03/12/2024,OS,Initial teacher education,31/08/2022,Not available,London,Wandsworth,Not available,SW15 5PJ,HEI,Secondary,2,2,2
70064,London South Bank University,03/12/2024,OS,Initial teacher education,31/08/2022,Not available,London,Southwark,Not available,SE1 0AA,HEI,Primary,2,2,2
70066,Somerset SCITT Consortium,03/12/2024,OS,Initial teacher education,31/08/2022,Not available,South West,Somerset,Not available,TA19 9DT,SCITT,Primary,1,1,1
70067,University of Southampton,03/12/2024,OS,Initial teacher education,31/08/2022,Not available,South East,Southampton,Not available,SO17 1BJ,HEI,FE,2,2,2
70067,University of Southampton,03/12/2024,OS,Initial teacher education,31/08/2022,Not available,South East,Southampton,Not available,SO17 1BJ,HEI,Primary,2,2,2
70067,University of Southampton,03/12/2024,OS,Initial teacher education,31/08/2022,Not available,South East,Southampton,Not available,SO17 1BJ,HEI,Secondary,2,2,2
70068,Staffordshire University,03/12/2024,OS,Initial teacher education,31/08/2022,Not available,West Midlands,Stoke-on-Trent,Not available,ST4 2DE,HEI,FE,2,2,2
70068,Staffordshire University,03/12/2024,OS,Initial teacher education,31/08/2022,Not available,West Midlands,Stoke-on-Trent,Not available,ST4 2DE,HEI,Primary,2,2,2
70068,Staffordshire University,03/12/2024,OS,Initial teacher education,31/08/2022,Not available,West Midlands,Stoke-on-Trent,Not available,ST4 2DE,HEI,Secondary,2,2,2
70069,Suffolk and Norfolk Primary SCITT,03/12/2024,OS,Initial teacher education,31/08/2022,Not available,East of England,Suffolk,Not available,IP4 1QJ,SCITT,Primary,1,1,1
70070,University of Sunderland,03/12/2024,OS,Initial teacher education,31/08/2022,Not available,North East,Sunderland,Not available,SR6 0AN,HEI,FE,3,3,3
70070,University of Sunderland,03/12/2024,OS,Initial teacher education,31/08/2022,Not available,North East,Sunderland,Not available,SR6 0AN,HEI,Primary,3,3,3
70070,University of Sunderland,03/12/2024,OS,Initial teacher education,31/08/2022,Not available,North East,Sunderland,Not available,SR6 0AN,HEI,Secondary,3,3,3
70071,University of Sussex,03/12/2024,OS,Initial teacher education,31/08/2022,Not available,South East,Brighton and Hove,Not available,BN1 9QQ,HEI,Primary,1,1,1
70071,University of Sussex,03/12/2024,OS,Initial teacher education,31/08/2022,Not available,South East,Brighton and Hove,Not available,BN1 9QQ,HEI,Secondary,2,2,2
70071,University of Sussex,03/12/2024,OS,Initial teacher education,31/08/2022,Not available,South East,Brighton and Hove,Not available,BN1 9QQ,HEI,Early years,,,
70072,South West Teacher Training,03/12/2024,OS,Initial teacher education,31/08/2022,Not available,South West,Devon,Not available,EX2 9JU,SCITT,Primary and Secondary,2,2,2
70073,Essex and Thames SCITT,03/12/2024,OS,Initial teacher education,31/08/2022,Not available,East of England,Essex,Not available,SS11 7BJ,SCITT,Primary,2,2,2
70073,Essex and Thames SCITT,03/12/2024,OS,Initial teacher education,31/08/2022,Not available,East of England,Essex,Not available,SS11 7BJ,SCITT,Secondary,,,
70074,Titan Teaching Training,03/12/2024,OS,Initial teacher education,31/08/2022,Not available,West Midlands,Birmingham,Not available,B15 3DH,SCITT,Primary and Secondary,2,2,1
70075,Birmingham City University,03/12/2024,OS,Initial teacher education,31/08/2022,Not available,West Midlands,Birmingham,Not available,B15 3TN,HEI,FE,4,4,4
70075,Birmingham City University,03/12/2024,OS,Initial teacher education,31/08/2022,Not available,West Midlands,Birmingham,Not available,B15 3TN,HEI,Primary,3,3,3
70075,Birmingham City University,03/12/2024,OS,Initial teacher education,31/08/2022,Not available,West Midlands,Birmingham,Not available,B15 3TN,HEI,Secondary,3,3,3
70076,University of East Anglia,03/12/2024,OS,Initial teacher education,31/08/2022,Not available,East of England,Norfolk,Not available,NR4 7PN,HEI,Primary,2,2,2
70076,University of East Anglia,03/12/2024,OS,Initial teacher education,31/08/2022,Not available,East of England,Norfolk,Not available,NR4 7PN,HEI,Secondary,2,2,2
70077,University of East London,03/12/2024,OS,Initial teacher education,31/08/2022,Not available,London,Newham,Not available,E15 4LZ,HEI,FE,2,2,2
