Five-Year Ofsted Inspection Data: Non-association independent schools,,,,,,,,,,,,,,,,,,,,
This worksheet contains one table. Each row in the table shows information about an independent school at a given time. Blank cells indicate that the provider had not been inspected at the time of reporting.,,,,,,,,,,,,,,,,,,,,
URN,Name,Five-Year Ofsted Inspection Data publish date,Publication type,Remit,As at date,Published date,Government office region,Local authority area,Constituency,Postcode,Provider type,Overall effectiveness,Effectiveness of leadership and management,Quality of education,Personal development,Behaviour and attitudes,Safeguarding is effective?,Early years provision (where applicable),Sixth form provision (where applicable),Independent school standards met
147198,The Stable School,03/12/2024,OS,Non-association independent schools,31/08/2024,15/01/2024,South West,"Bournemouth, Christchurch & Poole",Christchurch,BH23 6AQ,Other Independent Special School,3,3,3,3,3,Yes,,,All standards Met
147199,Social Arts for Education,03/12/2024,OS,Non-association independent schools,31/08/2024,24/09/2024,London,Greenwich,Eltham and Chislehurst,SE9 1TY,Other Independent Special School,2,2,2,2,2,Yes,,2,All standards Met
147205,VTC Independent School,03/12/2024,OS,Non-association independent schools,31/08/2024,18/01/2024,South East,Kent,Sittingbourne and Sheppey,ME10 3DZ,Other Independent School,2,2,2,2,2,Yes,,2,All standards Met
147206,Bridgeway School,03/12/2024,OS,Non-association independent schools,31/08/2024,17/07/2024,North West,Lancashire,Ribble Valley,PR5 6EP,Other Independent Special School,1,1,1,1,1,Yes,,,All standards Met
147207,Medway Green School,03/12/2024,OS,Non-association independent schools,31/08/2024,31/01/2022,South East,Kent,Chatham and Aylesford,ME1 3TS,Other Independent Special School,2,2,2,1,2,Yes,,,All standards Met
147208,Ateres Elisheva,03/12/2024,OS,Non-association independent schools,31/08/2024,24/07/2023,North West,Salford,Bury South,M7 4JD,Other Independent School,2,2,2,2,2,Yes,2,,All standards Met
147220,Compass Community School Hereford,03/12/2024,OS,Non-association independent schools,31/08/2024,11/09/2024,West Midlands,Herefordshire,North Herefordshire,HR8 1HT,Other Independent Special School,2,2,2,2,1,Yes,,,All standards Met
147223,Imam Muhammad Adam Institute Boys School,03/12/2024,OS,Non-association independent schools,31/08/2024,10/10/2022,East Midlands,Leicester,Leicester South,LE5 5AY,Other Independent School,1,1,1,1,1,Yes,,,All standards Met
147234,Orion School,03/12/2024,OS,Non-association independent schools,31/08/2024,13/09/2023,West Midlands,Birmingham,Birmingham Ladywood,B18 7QD,Other Independent School,2,1,2,1,2,Yes,,,All standards Met
147235,Progress Schools - Stockport,03/12/2024,OS,Non-association independent schools,31/08/2024,09/06/2024,North West,Stockport,Stockport,SK3 0AN,Other Independent School,3,3,3,3,2,Yes,,,Did not meet all standards
147236,Excellence Girls Academy,03/12/2024,OS,Non-association independent schools,31/08/2024,16/06/2024,West Midlands,Stoke-on-Trent,Stoke-on-Trent Central,ST4 2ER,Other Independent School,2,2,2,2,2,Yes,,,All standards Met
147237,South Lakes Academy,03/12/2024,OS,Non-association independent schools,31/08/2024,12/09/2024,North West,Westmorland and Furness,Westmorland and Lonsdale,LA9 4ED,Other Independent Special School,2,2,2,2,2,Yes,,,All standards Met
147272,Beis Rochel Mcr Girls school ltd,03/12/2024,OS,Non-association independent schools,31/08/2024,16/01/2023,North West,Salford,Salford,M7 2FZ,Other Independent School,2,2,2,2,2,Yes,2,,All standards Met
147293,Darul Madinah,03/12/2024,OS,Non-association independent schools,31/08/2024,09/09/2024,South East,Slough,Slough,SL1 2PH,Other Independent Special School,2,2,2,2,2,Yes,2,,All standards Met
147296,Beis Rochel d'Satmar School,03/12/2024,OS,Non-association independent schools,31/08/2024,30/11/2022,London,Hackney,Tottenham,N16 5DS,Other Independent School,3,3,3,3,2,Yes,2,,Did not meet all standards
147298,Clervaux Garden School,03/12/2024,OS,Non-association independent schools,31/08/2024,12/09/2021,Yorkshire and The Humber,North Yorkshire,Richmond and Northallerton,DL2 2TF,Other Independent Special School,2,2,2,2,2,Yes,,2,All standards Met
147306,Compass Community School Hemsworth,03/12/2024,OS,Non-association independent schools,31/08/2024,03/10/2021,Yorkshire and The Humber,Wakefield,Normanton and Hemsworth,WF9 4EA,Other Independent Special School,2,2,2,2,3,Yes,,,All standards Met
147312,Ohr Emes,03/12/2024,OS,Non-association independent schools,31/08/2024,18/01/2024,London,Hackney,Hackney North and Stoke Newington,E5 9JZ,Other Independent School,3,3,3,2,2,Yes,3,,All standards Met
147313,Tashbar Boys Nursery,03/12/2024,OS,Non-association independent schools,31/08/2024,03/10/2021,North East,Gateshead,Gateshead Central and Whickham,NE8 1RB,Other Independent School,2,2,2,2,2,Yes,,,All standards Met
147349,Mill School - Bury,03/12/2024,OS,Non-association independent schools,31/08/2024,26/06/2024,North West,Bury,Bury North,BL8 2BD,Other Independent Special School,3,3,2,2,2,Yes,,,Did not meet all standards
147366,Bnos Margulis Viznitz Girls' School,03/12/2024,OS,Non-association independent schools,31/08/2024,26/07/2023,North West,Salford,Bury South,M7 4DQ,Other Independent School,2,2,2,2,2,Yes,2,,All standards Met
147462,Learning4Life-GY,03/12/2024,OS,Non-association independent schools,31/08/2024,15/11/2021,Yorkshire and The Humber,North East Lincolnshire,Great Grimsby and Cleethorpes,DN32 7AP,Other Independent School,2,2,2,2,2,Yes,,2,All standards Met
147468,Progress Schools - Hamilton Square,03/12/2024,OS,Non-association independent schools,31/08/2024,13/02/2024,North West,Wirral,Birkenhead,CH41 5AT,Other Independent School,4,4,3,3,4,Yes,,,Did not meet all standards
147471,Belong School Devon,03/12/2024,OS,Non-association independent schools,31/08/2024,12/07/2023,South West,Devon,Exeter,EX4 1HS,Other Independent Special School,2,2,2,2,2,Yes,,,All standards Met
147473,Compass Community School Essex,03/12/2024,OS,Non-association independent schools,31/08/2024,28/04/2022,East of England,Essex,Clacton,CO16 9PY,Other Independent Special School,2,2,2,2,2,Yes,,,All standards Met
147546,Educate U,03/12/2024,OS,Non-association independent schools,31/08/2024,26/01/2022,South East,West Sussex,Worthing West,BN12 6JT,Other Independent School,2,2,2,2,2,Yes,,,All standards Met
147547,Roehampton Hospital School,03/12/2024,OS,Non-association independent schools,31/08/2024,15/09/2021,London,Wandsworth,Putney,SW15 5JJ,Other Independent School,1,1,1,1,1,Yes,,1,All standards Met
147548,Calder Lodge School,03/12/2024,OS,Non-association independent schools,31/08/2024,09/07/2024,North West,Lancashire,Lancaster and Wyre,PR3 1UL,Other Independent Special School,2,2,2,1,1,Yes,,,All standards Met
147604,Noorul Uloom,03/12/2024,OS,Non-association independent schools,31/08/2024,13/06/2024,North West,Blackburn with Darwen,Blackburn,BB2 3NY,Other Independent School,2,2,2,1,1,Yes,,,All standards Met
147607,R.E.A.L Independent Schools Hinckley,03/12/2024,OS,Non-association independent schools,31/08/2024,14/11/2021,East Midlands,Leicestershire,Hinckley and Bosworth,LE10 1AP,Other Independent Special School,2,2,2,2,2,Yes,,,All standards Met
147615,Compass Community School Hampshire,03/12/2024,OS,Non-association independent schools,31/08/2024,08/12/2021,South East,Hampshire,Woking,GU22 7BT,Other Independent Special School,1,1,1,1,1,Yes,,,All standards Met
147635,Infiniti School,03/12/2024,OS,Non-association independent schools,31/08/2024,30/01/2022,South East,Kent,Faversham and Mid Kent,ME9 0BG,Other Independent Special School,2,2,2,2,2,Yes,,,All standards Met
147648,Hopespring Sunderland,03/12/2024,OS,Non-association independent schools,31/08/2024,23/11/2021,North East,Sunderland,Sunderland Central,SR2 9HA,Other Independent School,2,2,2,2,2,Yes,,,All standards Met
147655,GLADE School,03/12/2024,OS,Non-association independent schools,31/08/2024,14/11/2023,South East,Hampshire,New Forest East,SO40 3BU,Other Independent Special School,2,2,2,2,2,Yes,,2,All standards Met
147660,Norbury Court School,03/12/2024,OS,Non-association independent schools,31/08/2024,20/07/2021,North West,Cheshire East,Macclesfield,SK12 1BZ,Other Independent School,2,2,2,2,2,Yes,,,All standards Met
147662,Rochdale Islamic Academy,03/12/2024,OS,Non-association independent schools,31/08/2024,20/09/2021,North West,Rochdale,Rochdale,OL12 0HZ,Other Independent School,2,2,2,2,2,Yes,,,All standards Met
147663,Queensmead House School,03/12/2024,OS,Non-association independent schools,31/08/2024,19/06/2024,South East,Windsor and Maidenhead,Windsor,SL4 2AX,Other Independent Special School,2,2,2,2,2,Yes,,,All standards Met
147665,Prudentia Education,03/12/2024,OS,Non-association independent schools,31/08/2024,01/05/2024,North West,Liverpool,Liverpool Garston,L24 0TR,Other Independent School,2,2,2,2,2,Yes,,,All standards Met
147666,Ellern Mede Moorgate School,03/12/2024,OS,Non-association independent schools,31/08/2024,31/01/2022,Yorkshire and The Humber,Rotherham,Rotherham,S60 3AZ,Other Independent School,2,3,2,2,2,Yes,,,Did not meet all standards
147690,Al Hikmah Boys School,03/12/2024,OS,Non-association independent schools,31/08/2024,12/07/2023,East of England,Luton,Luton North,LU4 9LE,Other Independent School,2,2,2,1,2,Yes,,,All standards Met
147697,Progress Schools - Thrapston,03/12/2024,OS,Non-association independent schools,31/08/2024,15/01/2024,East Midlands,North Northamptonshire,Corby and East Northamptonshire,NN14 4LZ,Other Independent School,3,2,3,2,2,Yes,,,All standards Met
147702,V.A.S.E Academy,03/12/2024,OS,Non-association independent schools,31/08/2024,10/05/2023,West Midlands,Birmingham,West Bromwich,B21 8LE,Other Independent School,2,2,2,2,2,Yes,,,All standards Met
147703,Esland Grantham School,03/12/2024,OS,Non-association independent schools,31/08/2024,07/03/2024,East Midlands,Lincolnshire,Grantham and Bourne,NG31 9RT,Other Independent Special School,2,2,2,2,2,Yes,,,All standards Met
147704,Omnia Foundation,03/12/2024,OS,Non-association independent schools,31/08/2024,19/09/2023,East of England,Essex,Rayleigh and Wickford,SS6 9DT,Other Independent Special School,2,2,2,2,2,Yes,,,All standards Met
147705,Silver Bridge School,03/12/2024,OS,Non-association independent schools,31/08/2024,25/06/2024,South West,Somerset,Taunton and Wellington,TA1 3DL,Other Independent Special School,2,2,2,1,2,Yes,,2,All standards Met
147733,Beacon Lights Schools,03/12/2024,OS,Non-association independent schools,31/08/2024,15/05/2022,Yorkshire and The Humber,Calderdale,Halifax,HX1 5JY,Other Independent School,2,1,2,1,1,Yes,,,All standards Met
147734,Nanpantan Hall Nurture Centre,03/12/2024,OS,Non-association independent schools,31/08/2024,18/03/2024,East Midlands,Leicestershire,Loughborough,LE11 3YF,Other Independent Special School,1,1,1,1,1,Yes,,,All standards Met
147735,Springfield House School,03/12/2024,OS,Non-association independent schools,31/08/2024,10/10/2022,North West,Lancashire,Lancaster and Wyre,PR3 6HL,Other Independent School,2,2,2,2,2,Yes,,,All standards Met
147736,Dudley Port School,03/12/2024,OS,Non-association independent schools,31/08/2024,12/09/2021,West Midlands,Sandwell,Tipton and Wednesbury,DY4 7QR,Other Independent Special School,2,2,2,1,2,Yes,,,All standards Met
147737,Maple Grove School,03/12/2024,OS,Non-association independent schools,31/08/2024,24/01/2022,North West,Cheshire West and Chester,Chester North and Neston,CH2 3HR,Other Independent Special School,2,2,2,2,2,Yes,2,,All standards Met
147768,Pathways Education,03/12/2024,OS,Non-association independent schools,31/08/2024,30/06/2022,South East,Surrey,Farnham and Bordon,GU10 2LB,Other Independent Special School,2,2,2,2,2,Yes,,,All standards Met
147780,Compass Community School Staffordshire,03/12/2024,OS,Non-association independent schools,31/08/2024,25/11/2021,West Midlands,Staffordshire,Staffordshire Moorlands,ST10 3ER,Other Independent Special School,2,2,2,2,2,Yes,,,All standards Met
147789,"Elysian, Shamley Green",03/12/2024,OS,Non-association independent schools,31/08/2024,26/11/2023,South East,Surrey,Godalming and Ash,GU5 0TL,Other Independent Special School,2,2,2,2,2,Yes,,,All standards Met
147859,Safe Start School,03/12/2024,OS,Non-association independent schools,31/08/2024,03/02/2022,North West,Tameside,Ashton-under-Lyne,OL6 7ST,Other Independent School,2,2,2,2,2,Yes,,,All standards Met
147896,Lavender Field School,03/12/2024,OS,Non-association independent schools,31/08/2024,12/12/2023,North West,Cheshire East,Crewe and Nantwich,CW1 3AE,Other Independent Special School,2,2,2,1,1,Yes,,,All standards Met
147899,Cornerstone Academy,03/12/2024,OS,Non-association independent schools,31/08/2024,16/01/2022,North West,Cheshire East,Crewe and Nantwich,CW1 4PP,Other Independent School,2,2,2,2,2,Yes,,,All standards Met
147911,Atelier21 Future School,03/12/2024,OS,Non-association independent schools,31/08/2024,21/08/2022,South East,West Sussex,Crawley,RH11 9RZ,Other Independent School,2,2,2,1,2,Yes,2,,All standards Met
147912,Westwood Boys School,03/12/2024,OS,Non-association independent schools,31/08/2024,04/05/2023,North West,Oldham,Oldham East and Saddleworth,OL1 1TE,Other Independent School,2,2,2,1,1,Yes,,,All standards Met
147914,Mackenzie Thorpe Centre,03/12/2024,OS,Non-association independent schools,31/08/2024,13/01/2022,North East,Redcar and Cleveland,Redcar,TS6 6SU,Other Independent Special School,2,2,2,2,2,Yes,,,All standards Met
147949,Venture Learning,03/12/2024,OS,Non-association independent schools,31/08/2024,20/12/2022,East Midlands,Nottinghamshire,Gedling,NG4 2LJ,Other Independent Special School,2,2,2,2,2,Yes,,,All standards Met
147951,Abbey School for Exceptional Children,03/12/2024,OS,Non-association independent schools,31/08/2024,16/10/2022,North West,Cheshire West and Chester,Chester North and Neston,CH1 2HU,Other Independent Special School,2,2,2,2,2,Yes,,,All standards Met
147963,Lodge Farm Education,03/12/2024,OS,Non-association independent schools,31/08/2024,27/06/2022,East Midlands,Leicestershire,South Leicestershire,LE9 6RB,Other Independent Special School,2,2,2,2,2,Yes,,,All standards Met
147977,THE BRIDGE SPECIAL EDUCATION NEEDS SCHOOL,03/12/2024,OS,Non-association independent schools,31/08/2024,18/01/2024,London,Southwark,Peckham,SE1 5TY,Other Independent Special School,2,2,2,2,2,Yes,,,All standards Met
147980,Rosewood Independent School,03/12/2024,OS,Non-association independent schools,31/08/2024,29/11/2023,North East,Northumberland,Hexham,NE61 6DR,Other Independent Special School,2,2,2,2,2,Yes,,,All standards Met
147983,Millcourt School,03/12/2024,OS,Non-association independent schools,31/08/2024,20/11/2023,Yorkshire and The Humber,Calderdale,Halifax,HX3 7PA,Other Independent Special School,2,2,2,1,1,Yes,,,All standards Met
147985,Rowan House School,03/12/2024,OS,Non-association independent schools,31/08/2024,21/04/2024,West Midlands,Stoke-on-Trent,Stoke-on-Trent South,ST3 6AT,Other Independent Special School,2,2,2,2,2,Yes,,,All standards Met
147991,Serenity School Eltham,03/12/2024,OS,Non-association independent schools,31/08/2024,15/06/2022,London,Greenwich,Eltham and Chislehurst,SE9 5NP,Other Independent Special School,1,1,1,1,1,Yes,,1,All standards Met
148027,The Cedars,03/12/2024,OS,Non-association independent schools,31/08/2024,13/10/2021,East Midlands,Leicestershire,Hinckley and Bosworth,LE9 8JF,Other Independent Special School,2,2,2,2,2,Yes,,,All standards Met
148031,The Lion Works School,03/12/2024,OS,Non-association independent schools,31/08/2024,15/01/2024,South West,"Bournemouth, Christchurch & Poole",Bournemouth West,BH12 5AD,Other Independent Special School,3,3,3,3,3,Yes,,,Did not meet all standards
148032,VLC,03/12/2024,OS,Non-association independent schools,31/08/2024,09/06/2024,West Midlands,Warwickshire,Warwick and Leamington,CV31 2HB,Other Independent School,1,1,1,1,1,Yes,,,All standards Met
148037,Active Wellbeing School,03/12/2024,OS,Non-association independent schools,31/08/2024,29/11/2023,West Midlands,Stoke-on-Trent,Stoke-on-Trent North,ST6 6FF,Other Independent Special School,3,3,3,2,2,Yes,,,Did not meet all standards
148038,Red Moor School,03/12/2024,OS,Non-association independent schools,31/08/2024,25/03/2024,South West,Cornwall,South East Cornwall,PL30 5BT,Other Independent Special School,1,1,1,1,1,Yes,,,All standards Met
148041,Westbury School,03/12/2024,OS,Non-association independent schools,31/08/2024,21/09/2022,West Midlands,Shropshire,Shrewsbury,SY5 9QZ,Other Independent Special School,2,2,2,2,2,Yes,,2,All standards Met
148043,Aya College (Educational Provision),03/12/2024,OS,Non-association independent schools,31/08/2024,29/06/2022,London,Croydon,Croydon West,SE25 5PQ,Other Independent School,3,3,3,3,2,Yes,,,Did not meet all standards
148046,Graduately Developing Futures,03/12/2024,OS,Non-association independent schools,31/08/2024,15/01/2023,South West,Dorset,Mid Dorset and North Poole,BH16 6DA,Other Independent Special School,2,2,2,2,2,Yes,,,All standards Met
148047,Compass Community Cledford Park,03/12/2024,OS,Non-association independent schools,31/08/2024,15/06/2023,North West,Cheshire East,Mid Cheshire,CW10 0JN,Other Independent Special School,2,2,2,2,2,Yes,,,All standards Met
148051,ALP Nuneaton,03/12/2024,OS,Non-association independent schools,31/08/2024,01/02/2022,West Midlands,Warwickshire,Nuneaton,CV11 4PN,Other Independent Special School,2,2,2,2,2,Yes,,,All standards Met
